Timestamp,Page Id,Url,Old Content,New Content
2024-05-30 19:10:43.332338,73782,https://czi.instructure.com/courses/490/pages/3-dot-3-dot-16-percent-7c-resource-infographic-global-change-example-biodiversity,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/17RndtKmR6qFK6sCNlvJND4QMLqu0VlHs/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/17RndtKmR6qFK6sCNlvJND4QMLqu0VlHs/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Reference this resource during the Activity: How Are Rising Temperatures and CO2 Causing Global Change?</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/17RndtKmR6qFK6sCNlvJND4QMLqu0VlHs/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/17RndtKmR6qFK6sCNlvJND4QMLqu0VlHs/view?usp=drivesdk"">Click here to access this resource</a><div>Reference this resource during the Activity: How Are Rising Temperatures and CO2 Causing Global Change?</div>"
2024-05-30 19:10:45.588647,73792,https://czi.instructure.com/courses/490/pages/3-dot-3-dot-5-percent-7c-resource-infographic-nasa-earth-percent-e2-percent-80-percent-99s-carbon-cycle-off-bal,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/18RZ03K-uwRHrwkHDpGkzACRkJ9FFIbRe/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/18RZ03K-uwRHrwkHDpGkzACRkJ9FFIbRe/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Open this resource then zoom-in. Why does NASA describe Earth’s Carbon Cycle as being “off balance”? What are NASA scientists doing to investigate this cycle and how might their investigations give us information about how Earth’s climate is expected to change in the future?</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/18RZ03K-uwRHrwkHDpGkzACRkJ9FFIbRe/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/18RZ03K-uwRHrwkHDpGkzACRkJ9FFIbRe/view?usp=drivesdk"">Click here to access this resource</a><div>Open this resource then zoom-in. Why does NASA describe Earth’s Carbon Cycle as being “off balance”? What are NASA scientists doing to investigate this cycle and how might their investigations give us information about how Earth’s climate is expected to change in the future?</div>"
2024-05-30 19:10:48.720003,73804,https://czi.instructure.com/courses/490/pages/3-dot-4-dot-2-percent-7c-resource-cause-and-effect-fishbone-diagram,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1RBwIbqd-xcKBJGxUUsT0Xaer-WY3wkPn/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1RBwIbqd-xcKBJGxUUsT0Xaer-WY3wkPn/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>How might we determine if one things causes another to happen? Practice using the Cause and Effect Fishbone Diagram by completing this activity. Then, create a Cause and Effect Fishbone Diagram for Climate Change on a separate piece of paper. Can you name all of the possible causes of our changing atmosphere? Use this activity to help you brainstorm all the topics that you plan to include in your Final Product Changing Atmosphere Story.</div>
<br>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1RBwIbqd-xcKBJGxUUsT0Xaer-WY3wkPn/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1RBwIbqd-xcKBJGxUUsT0Xaer-WY3wkPn/view?usp=drivesdk"">Click here to access this resource</a><div>How might we determine if one things causes another to happen? Practice using the Cause and Effect Fishbone Diagram by completing this activity. Then, create a Cause and Effect Fishbone Diagram for Climate Change on a separate piece of paper. Can you name all of the possible causes of our changing atmosphere? Use this activity to help you brainstorm all the topics that you plan to include in your Final Product Changing Atmosphere Story.</div>
<br/>"
2024-05-30 19:10:50.102455,73809,https://czi.instructure.com/courses/490/pages/4-dot-1-dot-11-percent-7c-resource-reading-reforestation-solution-example-salk-harnessi,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1BJcsWfo_C2oJ54MSq882aimXUDnDgEQx/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1BJcsWfo_C2oJ54MSq882aimXUDnDgEQx/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this reading along with the Activity: Evaluating a Reforestation Solution Example. Consider printing this reading so you can annotate by hand.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1BJcsWfo_C2oJ54MSq882aimXUDnDgEQx/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1BJcsWfo_C2oJ54MSq882aimXUDnDgEQx/view?usp=drivesdk"">Click here to access this resource</a><div>Use this reading along with the Activity: Evaluating a Reforestation Solution Example. Consider printing this reading so you can annotate by hand.</div>"
2024-05-30 19:10:50.688157,73811,https://czi.instructure.com/courses/490/pages/4-dot-1-dot-14-percent-7c-resource-plant-heat-zone-map,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1DG6oBKTBUytaXLwZcvndoKui16cc1_Mf/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1DG6oBKTBUytaXLwZcvndoKui16cc1_Mf/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this resource when prompted to during the Activity: Identifying Criteria and Constraints for My Reforestation Solution. This map identifies your Heat Zone according to your location. Your Heat Zone represents the average number of days per year where the temperature is above 86 degrees Fahrenheit. Look at the key in the lower right-hand corner to help you. Once your Heat Zone is identified, use this number to research plant species that have a higher chance of growing and surviving during Summer months in your area.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1DG6oBKTBUytaXLwZcvndoKui16cc1_Mf/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1DG6oBKTBUytaXLwZcvndoKui16cc1_Mf/view?usp=drivesdk"">Click here to access this resource</a><div>Use this resource when prompted to during the Activity: Identifying Criteria and Constraints for My Reforestation Solution. This map identifies your Heat Zone according to your location. Your Heat Zone represents the average number of days per year where the temperature is above 86 degrees Fahrenheit. Look at the key in the lower right-hand corner to help you. Once your Heat Zone is identified, use this number to research plant species that have a higher chance of growing and surviving during Summer months in your area.</div>"
2024-05-30 19:10:51.365989,73813,https://czi.instructure.com/courses/490/pages/4-dot-1-dot-17-percent-7c-resource-infographic-what-percent-e2-percent-80-percent-99s-driving-deforestation,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1OA6fC-its31mjL5HEvzEmqnlfdJzEbCA/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1OA6fC-its31mjL5HEvzEmqnlfdJzEbCA/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this resource to help identify the causes of deforestation during the Activity: Deforestation vs. Reforestation and while writing your Checkpoint 1 Introduction.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1OA6fC-its31mjL5HEvzEmqnlfdJzEbCA/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1OA6fC-its31mjL5HEvzEmqnlfdJzEbCA/view?usp=drivesdk"">Click here to access this resource</a><div>Use this resource to help identify the causes of deforestation during the Activity: Deforestation vs. Reforestation and while writing your Checkpoint 1 Introduction.</div>"
2024-05-30 19:10:53.879138,73825,https://czi.instructure.com/courses/490/pages/4-dot-2-dot-10-percent-7c-resource-model-the-soil-food-web,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1HhHrWOpLhZMsNnJ6DCxR6Hm6oXSrSO3h/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1HhHrWOpLhZMsNnJ6DCxR6Hm6oXSrSO3h/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this food web model to gain a visual for the types of soil interactions happening below ground. What types of matter are cycling between the organisms seen in this food web?</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1HhHrWOpLhZMsNnJ6DCxR6Hm6oXSrSO3h/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1HhHrWOpLhZMsNnJ6DCxR6Hm6oXSrSO3h/view?usp=drivesdk"">Click here to access this resource</a><div>Use this food web model to gain a visual for the types of soil interactions happening below ground. What types of matter are cycling between the organisms seen in this food web?</div>"
2024-05-30 19:10:54.284588,73826,https://czi.instructure.com/courses/490/pages/4-dot-2-dot-11-percent-7c-resource-the-soil-food-web-glossary,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1-RMxdeuNgcrVy2bhOV9QI6ca8rfqRFGx/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1-RMxdeuNgcrVy2bhOV9QI6ca8rfqRFGx/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this glossary to help you define the words used within the resource [Model] - The Soil Food Web.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1-RMxdeuNgcrVy2bhOV9QI6ca8rfqRFGx/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1-RMxdeuNgcrVy2bhOV9QI6ca8rfqRFGx/view?usp=drivesdk"">Click here to access this resource</a><div>Use this glossary to help you define the words used within the resource [Model] - The Soil Food Web.</div>"
2024-05-30 19:10:54.839213,73827,https://czi.instructure.com/courses/490/pages/4-dot-2-dot-12-percent-7c-resource-functions-of-soil-organisms,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1JSpUFRe0VqN8LomTLcLugAOwQbtM8Ic7/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1JSpUFRe0VqN8LomTLcLugAOwQbtM8Ic7/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Not all soil organisms are beneficial for plants. Use this resource to help you identify the functions of soil organisms and which may be beneficial to add to your reforestation solution designs.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1JSpUFRe0VqN8LomTLcLugAOwQbtM8Ic7/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1JSpUFRe0VqN8LomTLcLugAOwQbtM8Ic7/view?usp=drivesdk"">Click here to access this resource</a><div>Not all soil organisms are beneficial for plants. Use this resource to help you identify the functions of soil organisms and which may be beneficial to add to your reforestation solution designs.</div>"
2024-05-30 19:10:55.365870,73828,https://czi.instructure.com/courses/490/pages/4-dot-2-dot-13-percent-7c-resource-typical-numbers-of-soil-organisms-in-healthy-ecosyst,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1513et6nBnBbupd2JNKooaL8lA8A0_otQ/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1513et6nBnBbupd2JNKooaL8lA8A0_otQ/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Reference this resource to gain an idea of how many soil organisms are usually present in healthy ecosystems. This can provide you with an idea of the quantity of soil organisms that can be present in your reforestation solution design.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1513et6nBnBbupd2JNKooaL8lA8A0_otQ/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1513et6nBnBbupd2JNKooaL8lA8A0_otQ/view?usp=drivesdk"">Click here to access this resource</a><div>Reference this resource to gain an idea of how many soil organisms are usually present in healthy ecosystems. This can provide you with an idea of the quantity of soil organisms that can be present in your reforestation solution design.</div>"
2024-05-30 19:10:55.795918,73829,https://czi.instructure.com/courses/490/pages/4-dot-2-dot-14-percent-7c-resource-reading-what-makes-some-species-successful-invaders,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1CHt89rXOarhkICF7syeFFMoJL3id432y/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1CHt89rXOarhkICF7syeFFMoJL3id432y/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Read the results of a science investigation that explored the question “What makes some invasive species so successful?” Like other plants, scientists figured out that some invasive species receive help from other organisms living in the soil!</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1CHt89rXOarhkICF7syeFFMoJL3id432y/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1CHt89rXOarhkICF7syeFFMoJL3id432y/view?usp=drivesdk"">Click here to access this resource</a><div>Read the results of a science investigation that explored the question “What makes some invasive species so successful?” Like other plants, scientists figured out that some invasive species receive help from other organisms living in the soil!</div>"
2024-05-30 19:10:57.503289,73836,https://czi.instructure.com/courses/490/pages/4-dot-2-dot-9-percent-7c-resource-infographic-why-do-roots-matter,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/131HWEUY1NPE72YNteR1stA1akkMQYZqi/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/131HWEUY1NPE72YNteR1stA1akkMQYZqi/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this infographic to gain an idea of the structure and function of plant roots and how they might interact with other organisms living in the soil.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/131HWEUY1NPE72YNteR1stA1akkMQYZqi/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/131HWEUY1NPE72YNteR1stA1akkMQYZqi/view?usp=drivesdk"">Click here to access this resource</a><div>Use this infographic to gain an idea of the structure and function of plant roots and how they might interact with other organisms living in the soil.</div>"
2024-05-30 19:10:58.870089,73841,https://czi.instructure.com/courses/490/pages/4-dot-3-dot-5-percent-7c-resource-model-example-landscape-architecture,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1pCYexUqqtvdBunXuZqmMF9UlHGaKWWce/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1pCYexUqqtvdBunXuZqmMF9UlHGaKWWce/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Reference this resource to see an example of a design model created by an Engineer or more formally, a Landscape Architect. While viewing this example, ask the following questions to yourself: </div>
<ul class=""public-DraftStyleDefault-ul"">
<li>What type of information is clear in this model? </li>
<li>What information is this model missing? </li>
<li>What types of symbols and labels does this model use? Is the meaning of these symbols/labels clear?</li>
<li>Does this model accurately represent the real world?</li>
<li>How could this model by improved? </li>
</ul>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1pCYexUqqtvdBunXuZqmMF9UlHGaKWWce/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1pCYexUqqtvdBunXuZqmMF9UlHGaKWWce/view?usp=drivesdk"">Click here to access this resource</a><div>Reference this resource to see an example of a design model created by an Engineer or more formally, a Landscape Architect. While viewing this example, ask the following questions to yourself: </div>
<ul class=""public-DraftStyleDefault-ul"">
<li>What type of information is clear in this model? </li>
<li>What information is this model missing? </li>
<li>What types of symbols and labels does this model use? Is the meaning of these symbols/labels clear?</li>
<li>Does this model accurately represent the real world?</li>
<li>How could this model by improved? </li>
</ul>"
2024-05-30 19:11:02.570445,73858,https://czi.instructure.com/courses/490/pages/4-dot-4-dot-4-percent-7c-resource-infographic-the-general-sherman-tree,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1ZgicfFqiwGIhhlZH6JcxM3uD03rEsY_F/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1ZgicfFqiwGIhhlZH6JcxM3uD03rEsY_F/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>The General Sherman Tree is a Sequoia Tree that is considered the biggest tree on Earth! Use this resource along with the Activity: Probe - General Sherman Tree to think about where this tree gets its matter to grow.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1ZgicfFqiwGIhhlZH6JcxM3uD03rEsY_F/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1ZgicfFqiwGIhhlZH6JcxM3uD03rEsY_F/view?usp=drivesdk"">Click here to access this resource</a><div>The General Sherman Tree is a Sequoia Tree that is considered the biggest tree on Earth! Use this resource along with the Activity: Probe - General Sherman Tree to think about where this tree gets its matter to grow.</div>"
2024-05-30 19:11:05.423837,73871,https://czi.instructure.com/courses/490/pages/5-dot-1-dot-12-percent-7c-resource-iucn-red-list-categories-and-criteria,"<p><a href=""https://drive.google.com/a/summitps.org/file/d/1dYyZ_BULCff1px_8CvT0UCt5wJ1zzQKR/view?usp=drivesdk"">Google Doc</a></p>
<iframe src=""https://drive.google.com/a/summitps.org/file/d/1dYyZ_BULCff1px_8CvT0UCt5wJ1zzQKR/view?usp=drivesdk"" width=""100%"" height=""600""></iframe><div>Use this resource to help you identify the IUCN Red List Categories and their associated Criteria.</div>","<p><a href=""https://drive.google.com/a/summitps.org/file/d/1dYyZ_BULCff1px_8CvT0UCt5wJ1zzQKR/view?usp=drivesdk"">Google Doc</a></p>
<a href=""https://drive.google.com/a/summitps.org/file/d/1dYyZ_BULCff1px_8CvT0UCt5wJ1zzQKR/view?usp=drivesdk"">Click here to access this resource</a><div>Use this resource to help you identify the IUCN Red List Categories and their associated Criteria.</div>"
